"Код заказа","Номер по каталогу","Наименование","Ед.изм.","Цена руб","Количество заказано","Вес кг.","Сумма заказа руб.","Вес заказа кг."
"МД-00021563","HD90009410218-1.80","Шайба регулировочная (1,8мм) / Shaanxi Hande Axle Co., Ltd","шт","218.4","","0.1","0","0"
"МД-00021564","HD90009410218-1.95","Шайба регулировочная (1,95мм) / Shaanxi Hande Axle Co., Ltd","шт","218.4","","0.1","0","0"
"МД-00021565","HD90009410218-2.65","Шайба регулировочная (2,65мм) / Shaanxi Hande Axle Co., Ltd","шт","130.8","","0.1","0","0"
"МД-00021561","HD90009410218-2.75","Шайба регулировочная (2,75мм) / Shaanxi Hande Axle Co., Ltd","шт","130.8","","0.1","0","0"
"МД-00022694","81.35613.0043-4,5","Шайба регулировочная (4,5 мм) / Shaanxi Hande Axle Co., Ltd","шт","992.4","","0.136","0","0"
"МД-00022695","HD95149320025-4,65","Шайба регулировочная (4,65 мм) / Shaanxi Hande Axle Co., Ltd","шт","405.6","","0.134","0","0"
"МД-00022696","HD95149320026-4,80","Шайба регулировочная (4,80 мм) / Shaanxi Hande Axle Co., Ltd","шт","382.8","","0.138","0","0"
"МД-00005509","5320-2402188","Шайба регулировочная (на редуктор) большая","шт","55","","0.031","0","0"
"МД-00023038","81.90701.0716-0.2","Шайба регулировочная 0,20 / Shaanxi Hande Axle Co., Ltd","шт","211.2","","0.001","0","0"
"МД-00023041","81.90701.0716-0.5","Шайба регулировочная 0,50 / Shaanxi Hande Axle Co., Ltd","шт","261.6","","0.001","0","0"
"МД-00023043","81.90701.0716-1.5","Шайба регулировочная 1,50 / Shaanxi Hande Axle Co., Ltd","шт","260.4","","0.001","0","0"
"МД-00022035","81.90711.0704-0,5","Шайба регулировочная 42,5 х 50 х 0,5 / Shaanxi Hande Axle Co., Ltd","шт","24","","0.01","0","0"
"МД-00022029","81.90711.0704-1,5","Шайба регулировочная 42,5 х 50 х 1,5 / Shaanxi Hande Axle Co., Ltd","шт","39.6","","0.015","0","0"
"МД-00033858","81.90711.0605-1","Шайба регулировочная 81.90711.0605-1 / Shaanxi Hande Axle Co., Ltd","шт","97.2","","0.02","0","0"
"МД-00001978","5320-2402088","Шайба регулировочная редуктора","шт","60","","0.14","0","0"
"МД-00017479","5320-2402088","Шайба регулировочная редуктора / ОАО КамАЗ","шт","199.5","","0.065","0","0"
"МД-00035166","0730.103.102","Шайба регулировочная сателлита (0730103102)","шт","34","","0.005","0","0"
"МД-00019143","6520-3001022","Шайба регулировочная шкворня 6520-3001022 / ОАО КамАЗ","шт","82","","0.05","0","0"
"МД-00019144","6520-3001023","Шайба регулировочная шкворня 6520-3001023 / ОАО КамАЗ","шт","98.5","","0.055","0","0"
"МД-00004852","853638","Шайба регулировочная шкворня ТОЛСТАЯ 1,0мм","шт","9","","0.023","0","0"
"МД-00019699","853638","Шайба регулировочная шкворня ТОЛСТАЯ 1,5мм / ОАО КамАЗ","шт","33","","0.001","0","0"
"МД-00011165","6520-3001023","Шайба регулировочная шкворня ТОЛСТАЯ 6520","шт","15","","0.041","0","0"
"МД-00008370","853639","Шайба регулировочная шкворня ТОНКАЯ 0,25мм","шт","4.5","","0.004","0","0"
"МД-00019698","853639","Шайба регулировочная шкворня ТОНКАЯ 0,25мм / ОАО КамАЗ","шт","34","","0.001","0","0"
"МД-00008371","5320-6105197","Шайба ручки двери","шт","3.7","","0.008","0","0"
"МД-00008372","6520-2405049","Шайба сателлита колесной передачи / ОАО КамАЗ","шт","126.41","","0.042","0","0"
"МД-00004231","5320-2403058","Шайба сателлита МКД ","шт","11","","0.01","0","0"
"МД-00002647","5320-2403058","Шайба сателлита МКД / ОАО КамАЗ","шт","46","","0.027","0","0"
"МД-00004100","5320-2506058","Шайба сателлита МОД ","шт","10","","0.014","0","0"
"МД-00003999","5320-2506058","Шайба сателлита МОД / ОАО КамАЗ","шт","27","","0.01","0","0"
"МД-00006794","6520-2506058","Шайба сателлита МОД 6520 / ОАО КамАЗ","шт","45.5","","0.025","0","0"
"МД-00006485","853631","Шайба сошки ГУРа","шт","19","","0.06","0","0"
"МД-00008373","6520-2502026","Шайба среднего редуктора 6520","шт","360","","0.066","0","0"
"МД-00022830","DZ90149320047","Шайба стопорная (38×38×3) DZ90149320047 / Shaanxi Hande Axle Co., Ltd","шт","45.6","","0.001","0","0"
"МД-00022834","HD469-2502015","Шайба стопорная (40×50×3) HD469-2502015 / Shaanxi Hande Axle Co., Ltd","шт","55.2","","0.015","0","0"
"МД-00022811","DZ9112320373","Шайба стопорная (DZ9112320373) / Shaanxi Hande Axle Co., Ltd","шт","36","","0.012","0","0"
"МД-00008374","1/10877/76","Шайба стопорная (для букв) ","шт","1.6","","0.001","0","0"
"МД-00022262","9042-3104079-90","Шайба стопорная (тонкая) 140х90х1,5 на ось ступицы (420х180) ТОНАР ","шт","121","","0.105","0","0"
"МД-00008375","870641","Шайба стопорная 12 бронза (на помпу) толщина 0,5мм","шт","8.3","","0.15","0","0"
"МД-00008376","870865","Шайба стопорная 21х37х1,2 (109 гайки)","шт","6.35","","0.007","0","0"
"МД-00010498","870864","Шайба стопорная 23х32 (гидромуфты) / г.Белебей","шт","12.4","","0.01","0","0"
"МД-00014938","6520-2405092","Шайба стопорная на водило 6520","шт","135","","0.24","0","0"
"МД-00008379","6520-2405092","Шайба стопорная на водило 6520 / ОАО КамАЗ","шт","529.5","","0.226","0","0"
"МД-00000692","740-1007134","Шайба стопорная на головку блока","шт","3.6","","0.005","0","0"
"МД-00012528","5320-3501134-10","Шайба суппорта Евро","шт","10","","0.002","0","0"
"МД-00008298","15-1701044","Шайба тарельчатая  (на 027 вал)","шт","32","","0.058","0","0"
"МД-00008907","15-1701044","Шайба тарельчатая  (на 027 вал) / ОАО КамАЗ","шт","148","","0.006","0","0"
"МД-00006991","14-1701243","Шайба тарельчатая  (на 105 вал)","шт","19","","0.08","0","0"
"МД-00000939","740-1007024-01","Шайба тарельчатая на головку блока / ОАО КамАЗ","шт","48","","0.23","0","0"
"МД-00008380","14-1601118","Шайба теплоизолирующая (на корзину)","шт","2","","0.001","0","0"
"МД-00013460","5258619 / 5291706","Шайба уплотнительная болта-штуцера (трубки подачи масла к турбине) ISF 2.8","шт","20.2","","0.001","0","0"
"МД-00021507","0730 008 604","Шайба уплотнительная КПП ZF (0730 008 604)","шт","73","","0.01","0","0"
"МД-00035165","0730.150.767","Шайба упорная (0730150767)","шт","86","","0.01","0","0"
"МД-00015857","14-1701060","Шайба упорная (на 048 вал) ","шт","55","","0.216","0","0"
"МД-00008381","14-1701060","Шайба упорная (на 048 вал) / ОАО КамАЗ","шт","163","","0.154","0","0"
"МД-00022989","14-1701060","Шайба упорная (на 048 вал) / ОАО КамАЗ / с разбора","шт","100","","0.2","0","0"
"МД-00011893","14-1701122","Шайба упорная (на 105 вал)  ...122","шт","130","","0.23","0","0"
"МД-00006246","14-1701122","Шайба упорная (на 105 вал)  ...122 / ОАО КамАЗ","шт","349","","0.22","0","0"
"МД-00008382","14-1701144","Шайба упорная (на 105 вал)  ...144 / ОАО КамАЗ","шт","572","","0.224","0","0"
"МД-00007006","154-1701144","Шайба упорная (на 105 вал) КПП-154 / ОАО КамАЗ","шт","585.5","","0.26","0","0"
"МД-00013680","141-1701144","Шайба упорная (на 105 вал) Урал / ОАО КамАЗ","шт","1198","","0.02","0","0"
"МД-00008383","15-1770238","Шайба упорная (на 214 вал) ","шт","75","","0.156","0","0"
"МД-00018714","15-1770238","Шайба упорная (на 214 вал) / ОАО КамАЗ","шт","191.5","","0.16","0","0"
"МД-00008384","14-1701086","Шайба упорная (оси блока шестерен заднего хода) / ОАО КамАЗ","шт","520","","0.12","0","0"
"МД-00010106","154-1701245","Шайба упорная / ОАО КамАЗ","шт","953.5","","0.45","0","0"
"МД-00022990","154-1701245","Шайба упорная / ОАО КамАЗ / с разбора","шт","700","","0.2","0","0"
"МД-00013740","1315 304 086","Шайба упорная 7,3 мм на КПП ZF (1315304086)","шт","935","","0.144","0","0"
"МД-00022058","HD90009410211","Шайба упорная HD90009410211 / Shaanxi Hande Axle Co., Ltd ","шт","436.8","","0.218","0","0"
"МД-00005352","65115-2918075","Шайба упорная балансира 65115 (Гроднамид)","шт","66","","0.08","0","0"
"МД-00000936","6520-2918075-10","Шайба упорная балансира 6520 (Гроднамид)","шт","172","","0.18","0","0"
"МД-00020313","6520-2918075","Шайба упорная балансира 6520 / ИНТЭК","шт","290","","0.001","0","0"
"МД-00017050","6520-2918075","Шайба упорная балансира 6520 / ОАО КамАЗ","шт","751","","0.316","0","0"
"МД-00012423","5320-862509","Шайба упорная ГУР","шт","26.4","","0.085","0","0"
"МД-00022263","9042-3104077","Шайба упорная подшипников 150х90х5 ТОНАР ","шт","210","","0.1","0","0"
"МД-00018263","43114-2304069","Шайба упорная полуоси переднего моста / ОАО КамАЗ","шт","81.44","","0.046","0","0"
"МД-00015685","41-055-5081","Шайба упорная сателлитов 41-055-5081 / МАДАРА","шт","70","","0.01","0","0"
"МД-00002674","4310-2304068","Шайба упорного кольца цапфы ( латунь )","шт","155","","0.1","0","0"
"МД-00034979","4310-2304068","Шайба упорного кольца цапфы ( латунь ) / ОАО КамАЗ","шт","762.5","","0.001","0","0"
"МД-00013528","5320-2707229Э","Шайба фаркопа (фланец) задняя / ЭЛЕМЕНТ","шт","163","","0.357","0","0"
"МД-00013527","5320-2707228Э","Шайба фаркопа (фланец) передняя / ЭЛЕМЕНТ","шт","152.3","","0.33","0","0"
"МД-00022635","65111-1802192","Шайба фланца ведущего среднего моста / ОАО КамАЗ / с разбора","шт","190","","0.1","0","0"
"МД-00018311","3937142","Шайба форсунки медная (L)","шт","38","","0.001","0","0"
"МД-00005510","5320-2403051","Шайба шестерни полуоси","шт","48","","0.1","0","0"
"МД-00000700","5320-2403051","Шайба шестерни полуоси / ОАО КамАЗ","шт","95","","0.103","0","0"
"МД-00008385","6520-3001024","Шайба шкворня Евро 6520","шт","94","","0.085","0","0"
"МД-00035276","6520-3001024","Шайба шкворня Евро 6520 / ОАО КамАЗ","шт","586","","0.04","0","0"
"МД-00006260","5320-2707228+...229","Шайбы фаркопа (фланцы) (из 2-х)","к-т","55","","0.82","0","0"
"МД-00013529","5320-2707228+...229","Шайбы фаркопа (фланцы) (из 2-х) / ЭЛЕМЕНТ","к-т","315.3","","0.75","0","0"
"МД-00002031","5410-2702040-10","Шарнир армированный","шт","2490","","5.16","0","0"
"МД-00011440","5410-2702040-10Э","Шарнир армированный / ЭЛЕМЕНТ","шт","3146","","4.6","0","0"
"МД-00033795","340-003-7315","Шарнир левый 340-003-7315","шт","90195","","32","0","0"
"МД-00011861","7171-51-29/02х1305","Шарнир равных угловых скоростей левый (длинный) в сборе 6522","шт","57998","","37.24","0","0"
"МД-00011862","7171-51-29/02х1105","Шарнир равных угловых скоростей правый (короткий) в сборе 6522","шт","56753","","24.7","0","0"
"МД-00020246","45142","Шаровая опора кузова самосвала с 3-х сторонней разгрузкой 45142 в сборе г/п 18т. D80","шт","5725","","9","0","0"
"МД-00021162","-","Шаровая опора кузова самосвала с 3-х сторонней разгрузкой 45142 в сборе г/п 32т. D100","шт","9180","","0.001","0","0"
