"Код заказа","Номер по каталогу","Наименование","Ед.изм.","Цена руб","Количество заказано","Вес кг.","Сумма заказа руб.","Вес заказа кг."
"ДН012125","JS135-1707109","Шестерня заднего хода (вторичного вала, 16756)","шт","2190","","3.58","0","0"
"ДН13136","239-1701140-10","Шестерня заднего хода 32 зуб. АВТОДИЗЕЛЬ","шт","7320","","0","0","0"
"ДН009561","239-1701140-10","Шестерня заднего хода 32 зуб. ЯМЗ 239","шт","5520","","0","0","0"
"ДН005290","202-1701140","Шестерня заднего хода Z=36, m=6 (КПП МАЗ)","шт","8480","","0","0","0"
"ДН006379","238-1701082","Шестерня заднего хода промежуточная","шт","1200","","0","0","0"
"ДН010592","239-1701082-10","Шестерня заднего хода промежуточная","шт","2820","","0","0","0"
"ДН006003","238Б-1005030","Шестерня к/вала 238Б/236","шт","1020","","1.45","0","0"
"ДН14473","238Б-1005030","Шестерня к/вала 238Б/236 АВТОДИЗЕЛЬ","шт","1060","","0","0","0"
"ДН011637","202-1721354","Шестерня коронная (солнечная)","шт","5600","","0","0","0"
"ДН009245","202-1721350-40","Шестерня коронная в сб.","шт","14800","","0","0","0"
"ДН005254","238-1721118","Шестерня коронная делителя","шт","5700","","13.95","0","0"
"ДН003870","238М-1721350-40"," Шестерня коронная демультипликатора","шт","13800","","0","0","0"
"ДН003840","236-1701057-Б","Шестерня отбора мощности 33 зуб.","шт","1200","","2.8","0","0"
"ДН011328","JS135ТA-1701030","Шестерня первичного вала","шт","2640","","1.61","0","0"
"ДН012578","JS135A-1701030","Шестерня первичного вала (JS150-1701030) 30зуб.","шт","2550","","1.98","0","0"
"ДН012450","12JS200T-1701116-1","Шестерня первичного вала (Z=50)","шт","3000","","0","0","0"
"ДН012458","JS150T-1701109B","Шестерня передачи заднего хода втор. вала; D=202мм; d=82мм; Zнаруж.=46; Zвнутр.=18","шт","3360","","0","0","0"
"ДН012156","JS135-1701053","Шестерня повышающей передачи (пром.вала) z=36 КПП Китай","шт","2820","","2.92","0","0"
"ДН012575","JS135А-1701053","Шестерня повышающей передачи (JS150, JS119) 38зуб.","шт","3360","","0","0","0"
"ДН12797","JS135ТА-1701051","Шестерня повышающей передачи 38зуб.","шт","3000","","0","0","0"
"ДН006754","4370/103-2403050","Шестерня полуоси Зубренок,автобусы z=16; шлиц=18 КМД","шт","1560","","1.4","0","0"
"ДН004029","5336-2403050","Шестерня полуоси; z=16; шлиц=20 КМД","шт","1650","","1.52","0","0"
"ДН009220","19726","Шестерня понижающей передачи выходного вала демультипликатора КПП Китай","шт","3270","","0","0","0"
"ДН012152","JS135-1701110 /16754","Шестерня понижающей передачи (втор. вала 16754)","шт","2820","","4.48","0","0"
"ДН012547","236-1308104-В","Шестерня привода вентилятора (под гидромуфту); H=45мм; d=24мм; D=91мм; Z=32","шт","540","","0.74","0","0"
"ДН003400","236-1308104-Б2","Шестерня привода вентилятора; H=38мм; d=24мм; D=91мм; Z=32","шт","570","","0.7","0","0"
"ДН012853","650-1006214","Шестерня привода распредвала 650; Z=76","шт","4800","","0","0","0"
"ДН007809","7511-1006214-10","Шестерня привода распредвала 7511","шт","2250","","3.7","0","0"
"ДН008587","7511-1006200-02","Шестерня привода распредвала 7511(в сборе)","шт","5225","","0","0","0"
"ДН004033","236-1006214-Г2","Шестерня привода распредвала z=84","шт","1450","","3.8","0","0"
"ДН006310","236-1006214/116","Шестерня привода распредвала в сборе","шт","1700","","5.4","0","0"
"ДН004335","236-3802034-Б","Шестерня привода спидометра","шт","226","","0","0","0"
"ДН009693","236-1029120-В","Шестерня привода ТНВД в сборе(вал+подш+шест) Н/О","шт","5500","","0","0","0"
"ДН008571","236-1029120-Б","Шестерня привода ТНВД в сборе(вал+подш+шест) С/О","шт","1640","","0","0","0"
"ДН012392","650-1029117","Шестерня привода ТНВД промежуточная","шт","8400","","0","0","0"
"ДН003272","236Н-1701056","Шестерня пром. вала постоянного зацепления (38зуб) ст.обр.","шт","930","","4.5","0","0"
"ДН013197","236Н-1701056","Шестерня промежуточного вала постоянного зацепления нового образца (Автодизель) 38 зубьев","шт","2250","","0","0","0"
"ДН010821","239-1701056-10","Шестерня пром. вала постоянного зацепления (Автодизель)","шт","6780","","0","0","0"
"ДН012161","JS135-1701083","Шестерня промеж-ого вала зад. хода z=27 (16757)","шт","2550","","1.78","0","0"
"ДН004289","238Н-1701082","Шестерня промежуточная заднего хода 31 зуб","шт","1830","","0","0","0"
"ДН012391","650/651-1029115","Шестерня промежуточная распредвала ЯМЗ-650/651 (Автодизель)","шт","9300","","0","0","0"
"ДН006364","202-1721375-51","Шестерня солнечная (демультипликатора)","шт","1380","","1.65","0","0"
"ДН004667","5336-3802055","Шестерня спидометра (22 зуб)","шт","90","","0","0","0"
"ДН004184","503А-3802055","Шестерня спидометра (23 зуб)","шт","35","","0","0","0"
"ДН004185","503А-3802055","Шестерня спидометра (23 зуб)","шт","80","","0","0","0"
"ДН004668","64221-3802054","Шестерня спидометра (27 зуб)","шт","45","","0","0","0"
"ДН006811","4370-3001019","Шкворень МАЗ 4370 (Зубрёнок,голый)","шт","390","","1.9","0","0"
"ДН003285","500А-3001019","Шкворень МАЗ 500 (голый)","шт","705","","3.5","0","0"
"ДН002909","64221/6430-3001019","Шкворень МАЗ ЕВРО(голый)","шт","755","","3.6","0","0"
"ДН003754","5245-2704042/375088","Шкворень п/прицепа в сборе (шкворень+шайба+гайка)","шт","930","","5.6","0","0"
"ДН003909","5245-2704042","Шкворень п/прицепа МАЗ голый","шт","930","","4.65","0","0"
"ДН006301","236Б1-1307216-Г","Шкив водяного насоса 236 Б1 нов.обр","шт","625","","1.2","0","0"
"ДН002811","236-1307212-Б3","Шкив водяного насоса 236 стар.образца","шт","535","","1","0","0"
"ДН006300","7511-1307216","Шкив водяного насоса ЕВРО 7511","шт","505","","0.94","0","0"
"ДН14686","7511-1307216","Шкив водяного насоса ЕВРО 7511 (композит)","шт","480","","0","0","0"
"ДН006800","238НБ-1005061","Шкив коленвала 1 ручей","шт","1500","","0","0","0"
"ДН008462","236-1005061-В","Шкив коленвала 2 руч. н/обр.","шт","1515","","0","0","0"
"ДН003535","236-1005061","Шкив коленвала 2 ручья","шт","1515","","2.85","0","0"
"ДН008463","238П-1005061-Б2","Шкив коленвала 3 руч. н/обр.(узк.руч)","шт","1780","","0","0","0"
"ДН009737","7511-1005061","Шкив коленвала 3 ручья (7511)","шт","2460","","0","0","0"
"ДН003534","238П-1005061","Шкив коленвала 3 ручья (шир.руч)","шт","1780","","4","0","0"
"ДН14636","650-1005051-01","Шкив коленвала со ступицей ЯМЗ 650","шт","23800","","0","0","0"
"ДН004031","500/5336-3509130-1","Шкив компрессора","шт","840","","1.3","0","0"
"ДН004333","5336-3407240","Шкив насоса ГУР","шт","2085","","2.65","0","0"
"ДН006799","500-3407240","Шкив насоса ГУР МАЗ 500 ( на 6 шлицов)","шт","1000","","1.25","0","0"
"ДН012439","236-3509312-В","Шкив натяжного устройства компрессора в","шт","350","","0.948","0","0"
"ДН011905","650-1308025","Шкив привода вентилятора ( 5010477014)","шт","8380","","0","0","0"
"ДН004361","236-1308025-Б2","Шкив привода вентилятора 2-х ручейковый","шт","900","","0.75","0","0"
"ДН004104","236-1308025-В2","Шкив привода вентилятора 3-х ручейковый","шт","960","","0.8","0","0"
"ДН13834","6430-1311049","Шланг D-16 L-100 углов.системы охл. (БРТ)","шт","50","","0","0","0"
"ДН009970","6430-1311049","Шланг D-16 L-100 угловой системы охл. силикон (КМД)","шт","210","","0.088","0","0"
"ДН13833","642290-1311149","Шланг D-16 L-330/110 расш. бачка (БРТ)","шт","100","","0.18","0","0"
"ДН011447","642290-1311149","Шланг D-16 L-330/110 расш. бачка силикон (КМД)","шт","360","","0.15","0","0"
"ДН013171","КПС 20000-16","Шланг D-16 отопителя силикон (в бухте 20м) КМД","м","250","","0","0","0"
"ДН013170","КПС 20000-18","Шланг D-18 отопителя силикон (в бухте 20м) КМД","м","450","","0.345","0","0"
"ДН012572","КПС 20000-20","Шланг D-20 отопителя силикон (в бухте 20м) КМД","м","570","","0","0","0"
"ДН011041","642290-1303168","Шланг D-25 L-1260 системы охл. силикон (КМД","шт","1200","","0.7","0","0"
"ДН003977","543208-1303168","Шланг D-25 L-1350 системы охл. силикон (КМД","шт","1290","","0.8","0","0"
"ДН011494","5440А9-1303168","Шланг D-25 L-1495 системы охл. силикон (КМД)","шт","1380","","0","0","0"
"ДН012769","555142-1303251","Шланг D-60 L-220 мм рад. угловой силикон КМД","шт","660","","0","0","0"
"ДН012133","6432-1303251","Шланг D-60 L-240 мм рад. угловой силикон КМД","шт","990","","0.5","0","0"
"ДН010179","4370-1323095-70","Шланг D-70 L-205 мм (патр. интерк.силикон)(КМД)","шт","570","","0","0","0"
